"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
86,482,11.23,0.8,Vitoria Cristina ROSA,12 JAN 1996,BRA,1h1,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",10 MAY 2024,1150
87,482,11.23,0.4,Mujinga KAMBUNDJI,17 JUN 1992,SUI,1f1,"Stadion Schützenmatte, Basel (SUI)",11 MAY 2024,1150
88,482,11.23,1.4,Kristina MAKARENKO,28 FEB 1997,RUS,1,"Slava Metreveli Stadium, Sochi (RUS)",21 MAY 2024,1150
89,482,11.23,1.5,Ángela Gabriela TENORIO,27 JAN 1996,ECU,1f1,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",22 MAY 2024,1150
90,482,11.23,-0.8,Zaynab DOSSO,12 SEP 1999,ITA,4,"Olympiastadion, Stockholm (SWE)",02 JUN 2024,1154
91,482,11.23,0.0,Shenese WALKER,23 JAN 2003,JAM,5sf3,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1150
92,482,11.23,0.3,Kiley ROBBINS,31 JUL 2002,USA,2h1,"Notre Dame HS, Sherman Oaks, CA (USA)",07 JUN 2024,1150
93,482,11.23,1.9,Dana WILSON,22 SEP 2006,USA,1,"Renton Memorial Stadium, Renton, WA (USA)",12 JUN 2024,1150
94,482,11.23,0.8,Ángela Gabriela TENORIO,27 JAN 1996,ECU,1f1,"Sollentunavallen, Sollentuna (SWE)",16 JUN 2024,1150
95,482,11.23,1.6,Lorène Dorcas BAZOLO,04 MAY 1983,POR,1h1,"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",23 JUN 2024,1150
96,482,11.23,-0.8,Vitoria Cristina ROSA,12 JAN 1996,BRA,1sf2,"Centro de Treinamento Paralímpico Brasileiro, São Paulo (BRA)",27 JUN 2024,1154
97,482,11.23,1.5,Jonielle SMITH,30 JAN 1996,JAM,4h4,"National Stadium, Kingston (JAM)",27 JUN 2024,1150
98,482,11.23,0.7,Sabrina DOCKERY,17 SEP 2006,JAM,1sf1,"National Stadium, Kingston (JAM)",28 JUN 2024,1150
99,482,11.23,0.3,Rani ROSIUS,25 APR 2000,BEL,2f2,"Boudewijnstadion, Bruxelles (BEL)",29 JUN 2024,1150
0,482,11.23,1.2,Leah BERTRAND,26 JUL 2002,TTO,1h2,"Hasely Crawford Stadium, Port-of-Spain (TTO)",29 JUN 2024,1150
1,482,11.23,0.5,Celera BARNES,02 DEC 1998,USA,3,"Stadio Quercia, Rovereto (ITA)",31 AUG 2024,1150
2,482,11.23,-0.3,Julia HENRIKSSON,11 JUL 2000,SWE,1f1,"Letzigrund, Zürich (SUI)",05 SEP 2024,1151
3,482,11.23,-0.7,Shashalee FORBES,10 MAY 1996,JAM,2,"Sports Park Mladost, Zagreb (CRO)",08 SEP 2024,1154
4,482,11.23,0.2,Sha'Carri RICHARDSON,25 MAR 2000,USA,8,"Boudewijnstadion, Bruxelles (BEL)",13 SEP 2024,1150
5,506,11.24,1.9,Zoe HOBBS,11 SEP 1997,NZL,1h1,"Hawke's Bay Sports Park, Hastings (NZL)",20 JAN 2024,1148
6,506,11.24,0.7,Tima GODBLESS,14 JUL 2004,NGR,1f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",23 MAR 2024,1148
7,506,11.24,1.7,Maia MCCOY,09 DEC 1996,USA,2f1,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1148
8,506,11.24,1.6,Leah BERTRAND,26 JUL 2002,TTO,5f1,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1148
9,506,11.24,1.6,Iyana GRAY,27 FEB 2003,USA,5f1,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1148
10,506,11.24,0.8,Lorène Dorcas BAZOLO,04 MAY 1983,POR,1h3,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",10 MAY 2024,1148
11,506,11.24,0.2,Iyana GRAY,27 FEB 2003,USA,2f4,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",11 MAY 2024,1148
12,506,11.24,1.1,Alana REID,20 JAN 2005,JAM,5f1,"National Stadium, Kingston (JAM)",11 MAY 2024,1148
13,506,11.24,1.1,Tia CLAYTON,17 AUG 2004,JAM,6f1,"National Stadium, Kingston (JAM)",11 MAY 2024,1148
14,506,11.24,0.3,JaMeesia FORD,26 JAN 2005,USA,7,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1148
15,506,11.24,-0.1,Imani LANSIQUOT,17 DEC 1997,GBR,1f1,"Stadion Śląski, Chorzów (POL)",18 MAY 2024,1148
16,506,11.24,1.9,Alexis BROWN,16 JUL 2004,USA,1h1,"Emporia St. Francis G. Welch Stadium, Emporia, KS (USA)",23 MAY 2024,1148
17,506,11.24,1.1,Thieanna Lee TERRELONGE,17 OCT 2007,JAM,1f2,"National Stadium, Kingston (JAM)",25 MAY 2024,1148
18,506,11.24,0.5,Mujinga KAMBUNDJI,17 JUN 1992,SUI,1h1,"Stadion Wankdorf, Bern (SUI)",26 MAY 2024,1148
19,506,11.24,0.8,English GARDNER,22 APR 1992,USA,6,"Edwin Moses Track, Atlanta, GA (USA)",31 MAY 2024,1148
20,506,11.24,0.7,Justina Tiana EYAKPOBEYAN,26 SEP 2006,NGR,1f1,"Yabatech Sport Complex, Lagos (NGR)",01 JUN 2024,1148
21,506,11.24,1.5,Jaslyn GARDNER,01 JUN 2000,USA,4sf1,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1148
22,506,11.24,0.7,Dennisha PAGE,,USA,6sf2,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1148
23,506,11.24,0.7,Sade MCCREATH,25 JUN 1996,CAN,3,"Foote Field, Edmonton (CAN)",13 JUN 2024,1148
24,506,11.24,1.6,Murielle AHOURÉ-DEMPS,23 AUG 1987,CIV,3,"The Bahamas National Stadium, Nassau (BAH)",16 JUN 2024,1148
25,506,11.24,0.0,Aminatou SEYNI,24 OCT 1996,NIG,1f1,"Stade Guillermoz, Romans (FRA)",18 JUN 2024,1148
26,506,11.24,-0.2,Mikiah BRISCO,14 JUL 1996,USA,5sf3,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1149
27,506,11.24,0.0,Maboundou KONÉ,16 MAY 1997,CIV,3,"Stade Omnisport de JAPOMA, Douala (CMR)",22 JUN 2024,1148
28,506,11.24,0.7,Ashanti MOORE,07 NOV 2000,JAM,3h2,"National Stadium, Kingston (JAM)",27 JUN 2024,1148
29,506,11.24,0.5,Shockoria WALLACE,09 AUG 1993,JAM,3h3,"National Stadium, Kingston (JAM)",27 JUN 2024,1148
30,506,11.24,0.3,Karolína MAŇASOVÁ,26 NOV 2003,CZE,1,"Stadion Mládeže, Zlín (CZE)",29 JUN 2024,1148
31,506,11.24,-1.5,Daryll NEITA,29 AUG 1996,GBR,1,"Manchester Regional Arena, Manchester (GBR)",29 JUN 2024,1157
32,506,11.24,1.6,Yanina LUTSENKA,02 APR 2000,BLR,2,"Olympic Stadium, Cheboksary (RUS)",08 JUL 2024,1148
33,506,11.24,1.6,Yuliya KARAVAYEVA,23 NOV 2000,RUS,3,"Olympic Stadium, Cheboksary (RUS)",08 JUL 2024,1148
34,506,11.24,1.0,Irene SIRAGUSA,23 JUN 1993,ITA,1f1,"Stadio Enzo Blasone, Foligno (ITA)",12 JUL 2024,1148
35,506,11.24,-1.6,Christania WILLIAMS,17 OCT 1994,JAM,1,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)",14 JUL 2024,1157
36,506,11.24,-1.6,Celera BARNES,02 DEC 1998,USA,2,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)",14 JUL 2024,1157
37,506,11.24,1.7,Viwe JINGQI,17 FEB 2005,RSA,1f2,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1148
38,506,11.24,1.9,Helene PARISOT,17 DEC 1992,FRA,1h3,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1148
39,506,11.24,0.0,Serena COLE,26 JUN 2004,JAM,2f2,"Stadion Allmend, Luzern (SUI)",16 JUL 2024,1148
40,506,11.24,1.0,Yuliya KARAVAYEVA,23 NOV 2000,RUS,1,"Salyut Geraklion Stadion, Moskva (RUS)",27 JUL 2024,1148
41,506,11.24,-0.4,Patrizia VAN DER WEKEN,12 NOV 1999,LUX,8,"Stade Olympique de la Pontaise, Lausanne (SUI)",22 AUG 2024,1150
42,506,11.24,-0.2,Jenna PRANDINI,20 NOV 1992,USA,1f2,"Stade Olympique de la Pontaise, Lausanne (SUI)",22 AUG 2024,1149
43,506,11.24,0.5,Anavia BATTLE,28 MAR 1999,USA,4f1,"Stadio Comunale, Bellinzona (SUI)",09 SEP 2024,1148
44,506,11.24,0.4,Marlet OSPINO,06 SEP 2004,COL,1,"Estadio de Atletismo La Flora, Bucaramanga (COL)",20 SEP 2024,1148
45,546,11.25,1.0,Thieanna Lee TERRELONGE,17 OCT 2007,JAM,1h4,"National Stadium, Kingston (JAM)",01 MAR 2024,1146
46,546,11.25,0.9,Thieanna Lee TERRELONGE,17 OCT 2007,JAM,1,"National Stadium, Kingston (JAM)",02 MAR 2024,1146
47,546,11.25,1.6,Iyana GRAY,27 FEB 2003,USA,2,"Mike A. Myers Stadium, Austin, TX (USA)",30 MAR 2024,1146
48,546,11.25,1.6,Niesha BURGHER,08 AUG 2002,JAM,3,"Mike A. Myers Stadium, Austin, TX (USA)",30 MAR 2024,1146
49,546,11.25,1.6,Cynteria JAMES,07 SEP 2005,USA,7f1,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1146
50,546,11.25,0.2,Jenna PRANDINI,20 NOV 1992,USA,1f1,"Jack Kemp Stadium, Los Angeles, CA (USA)",04 MAY 2024,1146
51,546,11.25,1.8,Krystal SLOLEY,24 APR 2002,JAM,3f3,"National Stadium, Kingston (JAM)",04 MAY 2024,1146
52,546,11.25,0.6,Mujinga KAMBUNDJI,17 JUN 1992,SUI,1f1,"Stadion Hard, Langenthal (SUI)",09 MAY 2024,1146
53,546,11.25,0.9,Boglárka TAKÁCS,28 AUG 2001,HUN,6,"Centro Sportivo Fontanassa, Savona (ITA)",15 MAY 2024,1146
54,546,11.25,-0.3,Shenese WALKER,23 JAN 2003,JAM,2h1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1147
55,546,11.25,0.7,Shannon RAY,23 DEC 1995,USA,2,"Lantos Mihály Sportközpont, Budapest (HUN)",26 MAY 2024,1146
56,546,11.25,1.3,Alana REID,20 JAN 2005,JAM,6,"National Stadium, Kingston (JAM)",01 JUN 2024,1146
57,546,11.25,0.7,Olayinka OLAJIDE,28 OCT 2002,NGR,2f1,"Yabatech Sport Complex, Lagos (NGR)",01 JUN 2024,1146
58,546,11.25,0.6,Géraldine FREY,19 JUN 1997,SUI,2h1,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1146
59,546,11.25,0.7,Rani ROSIUS,25 APR 2000,BEL,5sf1,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1146
60,546,11.25,0.8,Julia HENRIKSSON,11 JUL 2000,SWE,2f1,"Sollentunavallen, Sollentuna (SWE)",16 JUN 2024,1146
61,546,11.25,1.6,Maria Isabel PÉREZ,01 MAR 1993,ESP,2h1,"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",23 JUN 2024,1146
62,546,11.25,1.6,Aimara NAZARENO,30 NOV 2001,ECU,3h1,"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",23 JUN 2024,1146
63,546,11.25,0.5,Briana WILLIAMS,21 MAR 2002,JAM,4h3,"National Stadium, Kingston (JAM)",27 JUN 2024,1146
64,546,11.25,1.5,Ashanti MOORE,07 NOV 2000,JAM,5sf1,"National Stadium, Kingston (JAM)",28 JUN 2024,1146
65,546,11.25,0.9,Zaynab DOSSO,12 SEP 1999,ITA,1h3,"Campo Montagna, La Spezia (ITA)",29 JUN 2024,1146
66,546,11.25,0.6,Gina LÜCKENKEMPER,21 NOV 1996,GER,2,"FBK Stadium, Hengelo (NED)",07 JUL 2024,1146
67,546,11.25,-0.5,Tamara CLARK,09 JAN 1999,USA,6,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2024,1149
68,546,11.25,-1.0,Tamara CLARK,09 JAN 1999,USA,7,"Stade Louis II, Monaco (MON)",12 JUL 2024,1152
69,546,11.25,-0.2,Polyniki EMMANOUILIDOU,30 JUN 2003,GRE,4h7,"Stade de France, Paris (FRA)",02 AUG 2024,1147
70,546,11.25,1.0,Rani ROSIUS,25 APR 2000,BEL,6,"Olympiastadion, Berlin (GER)",01 SEP 2024,1146
71,546,11.25,0.5,Celera BARNES,02 DEC 1998,USA,5f1,"Stadio Comunale, Bellinzona (SUI)",09 SEP 2024,1146
72,546,11.25,1.5,Julia HENRIKSSON,11 JUL 2000,SWE,1f2,"Stadio Comunale, Bellinzona (SUI)",09 SEP 2024,1146
73,574,11.26,1.7,Ella CONNOLLY,13 JUL 2000,AUS,1f1,"Kerryn McCann Athletic Centre, Wollongong (AUS)",13 JAN 2024,1144
74,574,11.26,-1.5,Lisa MAYER,02 MAY 1996,GER,2,"McArthur Stadium, Potchefstroom (RSA)",06 FEB 2024,1153
75,574,11.26,0.3,Sabrina DOCKERY,17 SEP 2006,JAM,1,"Kirani James Athletic Stadium, St. George's (GRN)",30 MAR 2024,1144
76,574,11.26,1.1,Maia MCCOY,09 DEC 1996,LBR,3f2,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1144
77,574,11.26,1.1,Tobi AMUSAN,23 APR 1997,NGR,3f2,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1144
78,574,11.26,0.6,Ángela Gabriela TENORIO,27 JAN 1996,ECU,3,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",10 MAY 2024,1144
79,574,11.26,0.8,Aimara NAZARENO,30 NOV 2001,ECU,2h3,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",10 MAY 2024,1144
80,574,11.26,0.9,Jaidyn RAMSEY,,USA,1,"Elon University’s Irwin Belk Track, Elon, NC (USA)",11 MAY 2024,1144
81,574,11.26,0.1,Samirah MOODY,08 NOV 2002,USA,3,"Potts Field, Boulder, CO (USA)",12 MAY 2024,1144
82,574,11.26,1.1,Arianna DE MASI,02 JUN 1999,ITA,1,"Stadio dei Marmi, Roma (ITA)",18 MAY 2024,1144
83,574,11.26,1.2,Asha PHILIP,25 OCT 1990,GBR,1,"Stade Pierre de Coubertin, Montgeron (FRA)",19 MAY 2024,1144
84,574,11.26,1.9,Sophia JUNK,01 MAR 1999,GER,2f1,"Michael-Hoffmann-Stadion, Mannheim (GER)",20 MAY 2024,1144
85,574,11.26,1.5,Maria Isabel PÉREZ,01 MAR 1993,ESP,2f1,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",22 MAY 2024,1144
86,574,11.26,2.0,Denisha CARTWRIGHT,28 DEC 1999,BAH,1h3,"Emporia St. Francis G. Welch Stadium, Emporia, KS (USA)",23 MAY 2024,1144
87,574,11.26,0.8,Nya BUSSEY,01 JUL 2001,USA,4sf1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1144
88,574,11.26,1.4,Remona BURCHELL,15 SEP 1991,JAM,2f1,"National Stadium, Kingston (JAM)",25 MAY 2024,1144
89,574,11.26,0.5,Justina Tiana EYAKPOBEYAN,26 SEP 2006,NGR,1h1,"University of Ghana Sports Stadium, Accra (GHA)",04 JUN 2024,1144
90,574,11.26,0.0,Semira KILLEBREW,30 MAR 2001,USA,6sf3,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1144
91,574,11.26,0.1,Amy HUNT,15 MAY 2002,GBR,2h3,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1144
92,574,11.26,1.9,McKenzie TRAVIS,,USA,2,"Renton Memorial Stadium, Renton, WA (USA)",12 JUN 2024,1144
93,574,11.26,1.3,Lisa RAYE,19 JAN 2008,TTO,1,"Franklin Field, Philadelphia, PA (USA)",15 JUN 2024,1144
94,574,11.26,1.0,Gloria HOOPER,03 MAR 1992,ITA,2f2,"Campo Sportivo G. Draghicchio, Trieste (ITA)",22 JUN 2024,1144
95,574,11.26,0.4,Kennedy BLACKMON,02 OCT 1999,USA,6sf1,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1144
96,574,11.26,0.0,Dajaz DEFRAND,16 OCT 2003,USA,5sf2,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1144
97,574,11.26,-0.5,Destiny SMITH-BARNETT,26 JUL 1996,LBR,2sf3,"Stade Omnisport de JAPOMA, Douala (CMR)",22 JUN 2024,1147
98,574,11.26,-0.3,Mujinga KAMBUNDJI,17 JUN 1992,SUI,1sf1,"Stadion Deutweg, Winterthur (SUI)",28 JUN 2024,1145
99,574,11.26,1.5,Tina CLAYTON,17 AUG 2004,JAM,6sf1,"National Stadium, Kingston (JAM)",28 JUN 2024,1144
0,574,11.26,1.0,Lanae-Tava THOMAS,28 JAN 2001,JAM,7sf2,"National Stadium, Kingston (JAM)",28 JUN 2024,1144
1,574,11.26,0.2,Alexandra BURGHARDT,28 APR 1994,GER,2,"Eintracht-Stadion, Braunschweig (GER)",29 JUN 2024,1144
2,574,11.26,0.2,Lisa Marie KWAYIE,27 OCT 1996,GER,3,"Eintracht-Stadion, Braunschweig (GER)",29 JUN 2024,1144
3,574,11.26,0.2,Sophia JUNK,01 MAR 1999,GER,4,"Eintracht-Stadion, Braunschweig (GER)",29 JUN 2024,1144
4,574,11.26,-1.0,Aleia HOBBS,24 FEB 1996,USA,8,"Stade Louis II, Monaco (MON)",12 JUL 2024,1150
5,574,11.26,0.1,Delphine NKANSA,21 SEP 2001,BEL,1,"Stade Pierre Paul Bernard, Talence (FRA)",13 JUL 2024,1144
6,574,11.26,-1.6,Serena COLE,26 JUN 2004,JAM,3,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)",14 JUL 2024,1153
7,574,11.26,0.1,Bree MASTERS,24 JUN 1995,AUS,3h1,"Stade de France, Paris (FRA)",02 AUG 2024,1144
8,574,11.26,1.2,Julia HENRIKSSON,11 JUL 2000,SWE,5h4,"Stade de France, Paris (FRA)",02 AUG 2024,1144
9,574,11.26,1.0,Rosemary CHUKWUMA,05 DEC 2001,NGR,3h5,"Stade de France, Paris (FRA)",02 AUG 2024,1144
10,574,11.26,0.1,Boglárka TAKÁCS,28 AUG 2001,HUN,7sf1,"Stade de France, Paris (FRA)",03 AUG 2024,1144
11,574,11.26,-1.3,Lisa MAYER,02 MAY 1996,GER,1f1,"Stadion am Göldner, Sondershausen (GER)",17 AUG 2024,1151
12,574,11.26,1.4,Natasha MORRISON,17 NOV 1992,JAM,3f1,"Ryavallen, Borås (SWE)",21 AUG 2024,1144
13,574,11.26,0.5,Jenna PRANDINI,20 NOV 1992,USA,4,"Stadio Quercia, Rovereto (ITA)",31 AUG 2024,1144
14,574,11.26,0.5,Gémima JOSEPH,17 OCT 2001,FRA,6f1,"Stadio Comunale, Bellinzona (SUI)",09 SEP 2024,1144
15,616,11.27,0.9,Rebekka HAASE,02 JAN 1993,GER,1,"McArthur Stadium, Potchefstroom (RSA)",30 JAN 2024,1142
16,616,11.27,-0.4,Rebekka HAASE,02 JAN 1993,GER,1f1,"Germiston Stadium, Johannesburg (RSA)",03 FEB 2024,1144
17,616,11.27,1.7,Dennisha PAGE,,USA,1f1,"Tom Black Track at LaPorte Stadium, Knoxville, TN (USA)",06 APR 2024,1142
18,616,11.27,1.7,Rebekka HAASE,02 JAN 1993,GER,4f1,"National Training Center, Clermont, FL (USA)",20 APR 2024,1142
19,616,11.27,1.9,Sade MCCREATH,25 JUN 1996,CAN,4f2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",27 APR 2024,1142
20,616,11.27,-0.3,Jada BAYLARK,17 OCT 1997,USA,1f2,"John McDonnell Field, Fayetteville, AR (USA)",03 MAY 2024,1143
21,616,11.27,-0.8,Kaila JACKSON,30 JUN 2004,USA,2h2,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1146
22,616,11.27,1.6,Jodie WILLIAMS,28 SEP 1993,GBR,2h3,"National Training Center, Clermont, FL (USA)",11 MAY 2024,1142
23,616,11.27,1.4,Victory GODAH,09 DEC 2002,NGR,3,"University of Michigan Outdoor Track Stadium, Ann Arbor, MI (USA)",12 MAY 2024,1142
24,616,11.27,0.5,Sade MCCREATH,25 JUN 1996,CAN,3,"Stade L. Achille, Fort-de-France (FRA)",18 MAY 2024,1142
25,616,11.27,0.5,Taylor ANDERSON,01 DEC 1994,USA,4,"Stade L. Achille, Fort-de-France (FRA)",18 MAY 2024,1142
26,616,11.27,-2.4,Melissa JEFFERSON,21 FEB 2001,USA,1,"Drake Stadium, Los Angeles, CA (USA)",18 MAY 2024,1156
27,616,11.27,0.0,Destiny SMITH-BARNETT,26 JUL 1996,LBR,2f2,"Drake Stadium, Los Angeles, CA (USA)",18 MAY 2024,1142
28,616,11.27,1.3,Jaël BESTUÉ,24 SEP 2000,ESP,2,"Estadi Joan Serrahima, Barcelona (ESP)",19 MAY 2024,1142
29,616,11.27,-0.4,Lisa MAYER,02 MAY 1996,GER,1h1,"Michael-Hoffmann-Stadion, Mannheim (GER)",20 MAY 2024,1144
30,616,11.27,0.7,Mujinga KAMBUNDJI,17 JUN 1992,SUI,4,"Mestský Stadion, Ostrava (CZE)",28 MAY 2024,1142
31,616,11.27,0.7,Jassani CARTER,04 NOV 2003,USA,7sf2,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1142
32,616,11.27,0.1,Kristina MAKARENKO,28 FEB 1997,RUS,1,"Luzhniki North Arena, Moskva (RUS)",06 JUN 2024,1142
33,616,11.27,0.6,Olivia FOTOPOULOU,20 DEC 1996,CYP,3h1,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1142
34,616,11.27,2.0,Julia HENRIKSSON,11 JUL 2000,SWE,5sf3,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1142
35,616,11.27,0.4,Natacha NGOYE,15 AUG 1993,CGO,1h1,"Stade des Maradas, Cergy-Pontoise (FRA)",09 JUN 2024,1142
36,616,11.27,1.7,Jasmine ABRAMS,14 MAR 1994,GUY,h,"National Track and Field Centre, Leonora (GUY)",15 JUN 2024,1142
37,616,11.27,2.0,Ángela Gabriela TENORIO,27 JAN 1996,ECU,1h2,"Sollentunavallen, Sollentuna (SWE)",16 JUN 2024,1142
38,616,11.27,-1.2,Gémima JOSEPH,17 OCT 2001,FRA,1h5,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1149
39,616,11.27,0.6,Mabel AKANDE,05 SEP 2006,GBR,1h2,"Michael-Hoffmann-Stadion, Mannheim (GER)",22 JUN 2024,1142
40,616,11.27,1.2,Thieanna Lee TERRELONGE,17 OCT 2007,JAM,1h1,"National Stadium, Kingston (JAM)",27 JUN 2024,1142
41,616,11.27,0.5,Lanae-Tava THOMAS,28 JAN 2001,JAM,5h3,"National Stadium, Kingston (JAM)",27 JUN 2024,1142
42,616,11.27,0.0,Salomé KORA,08 JUN 1994,SUI,1sf2,"Stadion Deutweg, Winterthur (SUI)",28 JUN 2024,1142
43,616,11.27,0.1,Mallory LECONTE,04 OCT 2000,FRA,2,"Stade Pierre Paul Bernard, Talence (FRA)",13 JUL 2024,1142
44,616,11.27,-1.6,Krystal SLOLEY,24 APR 2002,JAM,4,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)",14 JUL 2024,1151
45,616,11.27,0.9,Marije VAN HUNENSTIJN,02 MAR 1995,NED,1h2,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1142
46,616,11.27,0.9,English GARDNER,22 APR 1992,USA,4,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1142
47,616,11.27,0.1,Jacqueline MADOGO,14 APR 2000,CAN,4h1,"Stade de France, Paris (FRA)",02 AUG 2024,1142
48,616,11.27,-0.4,Leah BERTRAND,26 JUL 2002,TTO,3h6,"Stade de France, Paris (FRA)",02 AUG 2024,1144
49,616,11.27,0.0,Adaejah HODGE,21 MAR 2006,IVB,2,"Estadio Atlético de la VIDENA, Lima (PER)",28 AUG 2024,1142
50,616,11.27,1.0,Lisa Marie KWAYIE,27 OCT 1996,GER,7,"Olympiastadion, Berlin (GER)",01 SEP 2024,1142
51,652,11.28,1.9,Kristie EDWARDS,24 FEB 2000,AUS,1,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",16 MAR 2024,1139
52,652,11.28,0.6,Candace HILL,11 FEB 1999,USA,1f3,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",30 MAR 2024,1139
53,652,11.28,1.6,Denisha CARTWRIGHT,28 DEC 1999,BAH,4,"Mike A. Myers Stadium, Austin, TX (USA)",30 MAR 2024,1139
54,652,11.28,0.3,Jodean WILLIAMS,11 NOV 1993,JAM,2f1,"UMiami Cobb Stadium, Coral Gables, FL (USA)",06 APR 2024,1139
55,652,11.28,0.3,Imani LANSIQUOT,17 DEC 1997,GBR,2f1,"UMiami Cobb Stadium, Coral Gables, FL (USA)",06 APR 2024,1139
56,652,11.28,-0.9,Destiny SMITH-BARNETT,26 JUL 1996,LBR,2f2,"Ansin Sports Complex, Miramar, FL (USA)",06 APR 2024,1144
57,652,11.28,-0.3,Sarah ATCHO-JAQUIER,01 JUN 1995,SUI,1f2,"Ergilio Hato Stadion, Willemstad (AHO)",28 APR 2024,1140
58,652,11.28,0.8,Ángela Gabriela TENORIO,27 JAN 1996,ECU,2h2,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",10 MAY 2024,1139
59,652,11.28,-0.1,Boglárka TAKÁCS,28 AUG 2001,HUN,2f1,"Stadion Śląski, Chorzów (POL)",18 MAY 2024,1139
60,652,11.28,1.0,Sade MCCREATH,25 JUN 1996,CAN,2h3,"Stade L. Achille, Fort-de-France (FRA)",18 MAY 2024,1139
61,652,11.28,-2.4,Morolake AKINOSUN,17 MAY 1994,USA,2,"Drake Stadium, Los Angeles, CA (USA)",18 MAY 2024,1153
62,652,11.28,1.4,Sophia JUNK,01 MAR 1999,GER,3f1,"Stadion Manfort, Leverkusen (GER)",25 MAY 2024,1139
63,652,11.28,0.8,Moforehan ABINUSAWA,03 OCT 2003,NGR,5sf1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1139
64,652,11.28,-0.1,Jahniya BOWERS,05 MAY 2001,USA,5sf2,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1139
65,652,11.28,0.4,Delphine NKANSA,21 SEP 2001,BEL,2h2,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1139
66,652,11.28,0.0,Aminatou SEYNI,24 OCT 1996,NIG,1h1,"Stade Philippides, Montpellier (FRA)",08 JUN 2024,1139
67,652,11.28,1.5,Christania WILLIAMS,17 OCT 1994,JAM,1h1,"Sollentunavallen, Sollentuna (SWE)",16 JUN 2024,1139
68,652,11.28,0.3,Lorène Dorcas BAZOLO,04 MAY 1983,POR,2f1,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1139
69,652,11.28,1.0,Anna BONGIORNI,15 SEP 1993,ITA,3f2,"Campo Sportivo G. Draghicchio, Trieste (ITA)",22 JUN 2024,1139
70,652,11.28,0.0,Alyssa COLBERT,28 FEB 2003,USA,6sf2,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1139
71,652,11.28,1.0,Nia WEDDERBURN-GOODISON,09 JAN 2005,GBR,1h1,"Michael-Hoffmann-Stadion, Mannheim (GER)",22 JUN 2024,1139
