"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
83,377,22.9,1.7,Kenondra DAVIS,15 FEB 2003,USA,3f1,"Mike A. Myers Stadium, Austin, TX (USA)",26 APR 2024,1145
84,377,22.9,0.6,Rosey EFFIONG,08 MAY 2001,USA,4h3,"Percy Beard Track, Gainesville, FL (USA)",09 MAY 2024,1145
85,377,22.9,1.2,Laura MARTÍNEZ IBARGUEN,25 AUG 2004,COL,1,"Estadio de Atletismo - Unidad Deportiva el Salitre, Bogotá (COL)",25 MAY 2024,1145
86,377,22.9,0.7,Tasa JIYA,16 SEP 1997,NED,5,"Stadio Olimpico, Roma (ITA)",11 JUN 2024,1145
87,377,22.9,-2.0,Niesha BURGHER,08 AUG 2002,JAM,1h2,"National Stadium, Kingston (JAM)",29 JUN 2024,1157
88,377,22.9,1.0,Julia HENRIKSSON,11 JUL 2000,SWE,3,"Stadio Comunale, Bellinzona (SUI)",09 SEP 2024,1145
89,390,22.91,,Dajaz DEFRAND,16 OCT 2003,USA,2f2,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",10 FEB 2024,1186
90,390,22.91,0.8,Joyasia SMITH,04 AUG 2004,USA,1f2,"Percy Beard Track, Gainesville, FL (USA)",29 MAR 2024,1144
91,390,22.91,0.0,Jessika GBAI,29 DEC 1998,CIV,4f3,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1144
92,390,22.91,0.2,Ana Carolina AZEVEDO,19 MAY 1998,BRA,2h1,"Centro de Atletismo Professor Oswaldo Terra, Sao Bernardo do Campo (BRA)",27 APR 2024,1144
93,390,22.91,1.2,Fatouma CONDE,,USA,1,"University of Michigan Outdoor Track Stadium, Ann Arbor, MI (USA)",12 MAY 2024,1144
94,390,22.91,1.9,Denisha CARTWRIGHT,28 DEC 1999,BAH,1,"Emporia St. Francis G. Welch Stadium, Emporia, KS (USA)",25 MAY 2024,1144
95,390,22.91,1.1,Adriana TATUM,02 NOV 2002,USA,7sf1,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1144
96,390,22.91,-0.1,Julia HENRIKSSON,11 JUL 2000,SWE,1h3,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1144
97,390,22.91,0.7,Julia HENRIKSSON,11 JUL 2000,SWE,6,"Stadio Olimpico, Roma (ITA)",11 JUN 2024,1144
98,390,22.91,1.3,Lauren Rain JAMES,25 JUL 1999,USA,1,"The Bahamas National Stadium, Nassau (BAH)",16 JUN 2024,1144
99,390,22.91,0.3,Asimenye SIMWAKA,08 AUG 1997,MAW,2sf2,"Stade Omnisport de JAPOMA, Douala (CMR)",25 JUN 2024,1144
0,390,22.91,0.7,Sarah ATCHO-JAQUIER,01 JUN 1995,SUI,3,"Stadion Deutweg, Winterthur (SUI)",29 JUN 2024,1144
1,402,22.92,,Mia BRAHE-PEDERSEN,28 NOV 2005,USA,1,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",12 JAN 2024,1185
2,402,22.92,1.7,Lynna IRBY-JACKSON,06 DEC 1998,USA,4f1,"Mike A. Myers Stadium, Austin, TX (USA)",26 APR 2024,1143
3,402,22.92,0.7,Azariyah BRYANT,,USA,1,"Demirjian Park, Champaign, IL (USA)",04 MAY 2024,1143
4,402,22.92,-2.0,Amy HUNT,15 MAY 2002,GBR,3,"Olympiastadion, Stockholm (SWE)",02 JUN 2024,1155
5,402,22.92,0.1,Olivia FOTOPOULOU,20 DEC 1996,CYP,3sf3,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1143
6,402,22.92,-0.3,Helene PARISOT,17 DEC 1992,FRA,2,"Stade Josette et Roger Mikulak, Angers (FRA)",30 JUN 2024,1144
7,402,22.92,0.1,Torrie LEWIS,08 JAN 2005,AUS,7sf3,"Stade de France, Paris (FRA)",05 AUG 2024,1143
8,402,22.92,-0.4,Olivia FOTOPOULOU,20 DEC 1996,CYP,13,"Stade de France, Paris (FRA)",05 AUG 2024,1145
9,410,22.93,,Jacious SEARS,14 AUG 2001,USA,1h6,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",23 FEB 2024,1184
10,410,22.93,1.3,Camryn DICKSON,19 JUN 2004,USA,1f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",29 MAR 2024,1142
11,410,22.93,0.7,Jaël BESTUÉ,24 SEP 2000,ESP,7,"Stadio Olimpico, Roma (ITA)",11 JUN 2024,1142
12,410,22.93,0.5,Madison WHYTE,17 OCT 2004,USA,4h1,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1142
13,410,22.93,0.1,Julia HENRIKSSON,11 JUL 2000,SWE,1,"Rimnersvallen, Uddevalla (SWE)",30 JUN 2024,1142
14,410,22.93,-0.9,Jenna PRANDINI,20 NOV 1992,USA,7,"Olympic Stadium, London (GBR)",20 JUL 2024,1147
15,410,22.93,0.5,Tasa JIYA,16 SEP 1997,NED,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",22 AUG 2024,1142
16,417,22.94,,Adriana TATUM,02 NOV 2002,USA,1f1,"Convention Center, Albuquerque, NM (USA) (i)",26 JAN 2024,1183
17,417,22.94,,Kaila JACKSON,30 JUN 2004,USA,2h1,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",23 FEB 2024,1183
18,417,22.94,,Nickisha PRYCE,07 MAR 2001,JAM,1h2,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",23 FEB 2024,1183
19,417,22.94,-0.1,Ida KARSTOFT,29 OCT 1995,DEN,1f1,"Percy Beard Track, Gainesville, FL (USA)",29 MAR 2024,1141
20,417,22.94,1.7,Torrie LEWIS,08 JAN 2005,AUS,1h1,"SA Athletic Stadium, Adelaide (AUS)",14 APR 2024,1141
21,417,22.94,0.0,Jadyn MAYS,02 APR 2002,USA,5f3,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1141
22,417,22.94,-0.5,Ana Carolina AZEVEDO,19 MAY 1998,BRA,1,"Centro de Atletismo Professor Oswaldo Terra, Sao Bernardo do Campo (BRA)",27 APR 2024,1144
23,417,22.94,0.6,Adaejah HODGE,21 MAR 2006,IVB,21,"Stade de France, Paris (FRA)",05 AUG 2024,1141
24,425,22.95,1.1,Kiah WILLIAMS,28 JUN 2002,USA,1f1,"UCF Soccer and Track Complex, Orlando, FL (USA)",22 MAR 2024,1140
25,425,22.95,-1.8,Iyana GRAY,27 FEB 2003,USA,4f2,"Percy Beard Track, Gainesville, FL (USA)",12 APR 2024,1150
26,425,22.95,0.0,Krystsina TSIMANOUSKAYA,19 NOV 1996,POL,2,"Stadion Śląski, Chorzów (POL)",18 MAY 2024,1140
27,425,22.95,1.8,Jodean WILLIAMS,11 NOV 1993,JAM,3,"National Stadium, Kingston (JAM)",01 JUN 2024,1140
28,425,22.95,0.6,Lauren Rain JAMES,25 JUL 1999,USA,1,"Alumni Field, Windsor (CAN)",02 JUN 2024,1140
29,425,22.95,1.4,Julia HENRIKSSON,11 JUL 2000,SWE,1f1,"Sola Arena, Karlstad (SWE)",04 JUL 2024,1140
30,425,22.95,0.6,Natasha MORRISON,17 NOV 1992,JAM,4,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2024,1140
31,425,22.95,-0.9,Boglárka TAKÁCS,28 AUG 2001,HUN,1f1,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",28 AUG 2024,1145
32,425,22.95,0.2,Tasa JIYA,16 SEP 1997,NED,4,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1140
33,434,22.96,,Thelma DAVIES,08 MAY 2000,USA,2h9,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",23 FEB 2024,1181
34,434,22.96,,Adaejah HODGE,21 MAR 2006,IVB,1f2,"The Track at New Balance, Boston, MA (USA) (i)",10 MAR 2024,1181
35,434,22.96,1.2,Viwe JINGQI,17 FEB 2005,RSA,1,"Pilditch Stadium, Pretoria (RSA)",23 MAR 2024,1139
36,434,22.96,1.2,Aimara NAZARENO,30 NOV 2001,ECU,2,"La Vicentina, Quito (ECU)",07 APR 2024,1139
37,434,22.96,-0.4,Torrie LEWIS,08 JAN 2005,AUS,1,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1141
38,434,22.96,0.7,Rosemary CHUKWUMA,05 DEC 2001,NGR,1f1,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",26 APR 2024,1139
39,434,22.96,-1.0,Maboundou KONÉ,16 MAY 1997,CIV,2,"Le Grand Stade, Marrakech (MAR)",19 MAY 2024,1145
40,434,22.96,0.5,Aniyah BIGAM,2004,USA,4sf2,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1139
41,434,22.96,1.1,Léonie POINTET,17 FEB 2001,SUI,1f1,"Sportanlage Neudorf, St. Gallen (SUI)",25 MAY 2024,1139
42,434,22.96,-3.1,Jenna PRANDINI,20 NOV 1992,USA,3,"Icahn Stadium, New York, NY (USA)",09 JUN 2024,1157
43,434,22.96,-0.4,Finette AGYAPONG,01 FEB 1997,GBR,1,"Parc des Sports C. Ehrmann, Nice (FRA)",15 JUN 2024,1141
44,434,22.96,0.6,Kennedy BLACKMON,02 OCT 1999,USA,5sf2,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1139
45,434,22.96,1.9,Marije VAN HUNENSTIJN,02 MAR 1995,NED,4,"FBK Stadium, Hengelo (NED)",30 JUN 2024,1139
46,434,22.96,-0.3,Finette AGYAPONG,01 FEB 1997,GBR,1h1,"Manchester Regional Arena, Manchester (GBR)",30 JUN 2024,1140
47,434,22.96,-0.9,Amy HUNT,15 MAY 2002,GBR,8,"Olympic Stadium, London (GBR)",20 JUL 2024,1144
48,449,22.97,,Niesha BURGHER,08 AUG 2002,JAM,1f2,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",24 FEB 2024,1180
49,449,22.97,1.7,Jassani CARTER,04 NOV 2003,USA,1f1,"USC Cromwell Field at Loker Track Stadium, Los Angeles, CA (USA)",28 APR 2024,1138
50,449,22.97,1.5,Halle BIEBER,21 DEC 2000,USA,2,"Geroge C. Griffin Track, Atlanta, GA (USA)",11 MAY 2024,1138
51,449,22.97,1.9,Sariyah COPELAND,,USA,2,"Emporia St. Francis G. Welch Stadium, Emporia, KS (USA)",25 MAY 2024,1138
52,449,22.97,-0.2,Shericka JACKSON,16 JUL 1994,JAM,5,"Bislett Stadion, Oslo (NOR)",30 MAY 2024,1139
53,449,22.97,0.7,Nora LINDAHL,10 SEP 2004,SWE,1h2,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1138
54,449,22.97,0.5,Tiriah KELLEY,16 JUN 2004,USA,5h1,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1138
55,449,22.97,1.5,Ana Carolina AZEVEDO,19 MAY 1998,BRA,1,"Centro de Treinamento Paralímpico Brasileiro, São Paulo (BRA)",30 JUN 2024,1138
56,457,22.98,,Iyana GRAY,27 FEB 2003,USA,1f1,"Sports Performance Center, Lubbock, TX (USA) (i)",10 FEB 2024,1179
57,457,22.98,0.9,Shaniya BENJAMIN,2002,USA,3f1,"Percy Beard Track, Gainesville, FL (USA)",29 MAR 2024,1137
58,457,22.98,1.1,Madeline WILSON,,USA,1f1,"Myron Partridge Stadium & Sheila Tarr-Smith Field, Las Vegas, NV (USA)",06 APR 2024,1137
59,457,22.98,-1.8,Autumn WILSON,16 DEC 2003,USA,5f2,"Percy Beard Track, Gainesville, FL (USA)",12 APR 2024,1147
60,457,22.98,1.1,Gabrielle MATTHEWS,14 OCT 2002,JAM,2f2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",27 APR 2024,1137
61,457,22.98,0.5,Kennedi PORTER,,USA,1f1,"Veterans Memorial Stadium, Clovis, CA (USA)",11 MAY 2024,1137
62,457,22.98,1.2,Leah BERTRAND,26 JUL 2002,TTO,2,"University of Michigan Outdoor Track Stadium, Ann Arbor, MI (USA)",12 MAY 2024,1137
63,457,22.98,1.9,Alexis BROWN,16 JUL 2004,USA,3,"Emporia St. Francis G. Welch Stadium, Emporia, KS (USA)",25 MAY 2024,1137
64,457,22.98,1.1,Sarah ATCHO-JAQUIER,01 JUN 1995,SUI,2f1,"Sportanlage Neudorf, St. Gallen (SUI)",25 MAY 2024,1137
65,457,22.98,-2.0,Anavia BATTLE,28 MAR 1999,USA,4,"Olympiastadion, Stockholm (SWE)",02 JUN 2024,1149
66,457,22.98,1.2,Camryn DICKSON,19 JUN 2004,USA,7sf2,"Hayward Field, Eugene, OR (USA)",06 JUN 2024,1137
67,457,22.98,0.5,Dalia KADDARI,23 MAR 2001,ITA,5sf1,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1137
68,457,22.98,1.1,Lisa RAYE,19 JAN 2008,TTO,1h4,"Franklin Field, Philadelphia, PA (USA)",15 JUN 2024,1137
69,457,22.98,0.5,Rosey EFFIONG,08 MAY 2001,USA,6h1,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1137
70,457,22.98,1.8,Cambrea STURGIS,27 MAR 1999,USA,6sf1,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1137
71,457,22.98,-0.3,Amy HUNT,15 MAY 2002,GBR,2h1,"Manchester Regional Arena, Manchester (GBR)",30 JUN 2024,1138
72,457,22.98,1.0,Rachel BENNETT,03 JUL 2002,GBR,1f1,"Loughborough University Track, Loughborough (GBR)",10 JUL 2024,1137
73,457,22.98,0.1,Olivia FOTOPOULOU,20 DEC 1996,CYP,8sf3,"Stade de France, Paris (FRA)",05 AUG 2024,1137
74,475,22.99,,Henriette JÆGER,30 JUN 2003,NOR,1f11,"Rud friidrettstadion, Bærum (NOR) (i)",20 JAN 2024,1178
75,475,22.99,,Jadyn MAYS,02 APR 2002,USA,4,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",26 JAN 2024,1178
76,475,22.99,,Niesha BURGHER,08 AUG 2002,JAM,3h2,"The Track at New Balance, Boston, MA (USA) (i)",08 MAR 2024,1178
77,475,22.99,1.4,Jodean WILLIAMS,11 NOV 1993,JAM,2f1,"UMiami Cobb Stadium, Coral Gables, FL (USA)",06 APR 2024,1136
78,475,22.99,-0.4,Sha'Carri RICHARDSON,25 MAR 2000,USA,2,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1138
79,475,22.99,0.2,Anavia BATTLE,28 MAR 1999,USA,2,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1136
80,475,22.99,0.2,Amy HUNT,15 MAY 2002,GBR,1f1,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1136
81,475,22.99,0.0,Aminatou SEYNI,24 OCT 1996,NIG,1f1,"Stade Philippides, Montpellier (FRA)",08 JUN 2024,1136
82,475,22.99,0.2,Talea PREPENS,28 DEC 2001,GER,4sf2,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1136
83,475,22.99,-0.2,Maboundou KONÉ,16 MAY 1997,CIV,1sf1,"Stade Omnisport de JAPOMA, Douala (CMR)",25 JUN 2024,1137
84,475,22.99,0.0,Maboundou KONÉ,16 MAY 1997,CIV,2,"Stade Omnisport de JAPOMA, Douala (CMR)",26 JUN 2024,1136
85,475,22.99,0.0,Helene PARISOT,17 DEC 1992,FRA,3h3,"Stade de France, Paris (FRA)",04 AUG 2024,1136
86,475,22.99,0.6,Polyniki EMMANOUILIDOU,30 JUN 2003,GRE,31,"Stade de France, Paris (FRA)",05 AUG 2024,1136
87,488,23.0,,Jasmine MONTGOMERY,2002,USA,5,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",26 JAN 2024,1177
88,488,23.0,-0.1,Jessika GBAI,29 DEC 1998,CIV,2f1,"Percy Beard Track, Gainesville, FL (USA)",29 MAR 2024,1135
89,488,23.0,1.9,Dejanea OAKLEY,07 APR 2004,JAM,1h5,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",09 MAY 2024,1135
90,488,23.0,1.0,Ashanti MOORE,07 NOV 2000,JAM,4,"National Stadium, Kingston (JAM)",11 MAY 2024,1135
91,488,23.0,0.0,Boglárka TAKÁCS,28 AUG 2001,HUN,3,"Stadion Śląski, Chorzów (POL)",18 MAY 2024,1135
92,488,23.0,-0.1,Jessica-Bianca WESSOLLY,11 DEC 1996,GER,2h3,"Stadio Olimpico, Roma (ITA)",10 JUN 2024,1135
93,488,23.0,0.5,Skyler FRANKLIN,24 JUL 2007,USA,2,"Franklin Field, Philadelphia, PA (USA)",16 JUN 2024,1135
94,488,23.0,0.5,Kennedy BLACKMON,02 OCT 1999,USA,7h1,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1135
95,488,23.0,0.5,Adaejah HODGE,21 MAR 2006,IVB,5h6,"Stade de France, Paris (FRA)",04 AUG 2024,1135
96,488,23.0,-0.8,Bassant HEMIDA,28 SEP 1996,EGY,1f2,"Wieslaw Maniak Municipal Athletic Stadium, Szczecin (POL)",28 AUG 2024,1139
97,498,23.01,,Kaylyn BROWN,31 DEC 2004,USA,1f12,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",10 FEB 2024,1176
98,498,23.01,,Madison WHYTE,17 OCT 2004,USA,1f10,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",16 FEB 2024,1176
99,498,23.01,,Kaylyn BROWN,31 DEC 2004,USA,1h5,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",23 FEB 2024,1176
0,498,23.01,,Camryn DICKSON,19 JUN 2004,USA,2h6,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",23 FEB 2024,1176
1,498,23.01,-1.8,Ida KARSTOFT,29 OCT 1995,DEN,2,"Ansin Sports Complex, Miramar, FL (USA)",06 APR 2024,1144
2,498,23.01,-0.4,Tamara CLARK,09 JAN 1999,USA,3,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1136
3,498,23.01,1.4,Brianna HOWARD,,USA,1,"University of the Incarnate Word, San Antonio, TX (USA)",11 MAY 2024,1134
4,498,23.01,0.6,Olga SAFRONOVA,05 NOV 1991,KAZ,1,"AFU Athletics Stadium, Tashkent (UZB)",22 MAY 2024,1134
5,498,23.01,0.8,Jacqueline MADOGO,14 APR 2000,CAN,2,"Alumni Stadium, Guelph (CAN)",04 JUN 2024,1134
6,498,23.01,0.7,Polyniki EMMANOUILIDOU,30 JUN 2003,GRE,8,"Stadio Olimpico, Roma (ITA)",11 JUN 2024,1134
7,498,23.01,0.5,Adaejah HODGE,21 MAR 2006,IVB,3,"Franklin Field, Philadelphia, PA (USA)",16 JUN 2024,1134
8,498,23.01,-0.4,Asimenye SIMWAKA,08 AUG 1997,MAW,1h3,"Stade Omnisport de JAPOMA, Douala (CMR)",25 JUN 2024,1136
9,498,23.01,-0.8,Skyler FRANKLIN,24 JUL 2007,USA,1h1,"National Stadium, Kingston (JAM)",29 JUN 2024,1138
10,498,23.01,1.4,Torrie LEWIS,08 JAN 2005,AUS,1f2,"Munster Technological University Track, Cork (IRL)",09 JUL 2024,1134
11,498,23.01,-0.4,Jodean WILLIAMS,11 NOV 1993,JAM,5f2,"Stadion Allmend, Luzern (SUI)",16 JUL 2024,1136
12,498,23.01,0.5,Ida KARSTOFT,29 OCT 1995,DEN,6h6,"Stade de France, Paris (FRA)",04 AUG 2024,1134
13,498,23.01,-0.4,Krystsina TSIMANOUSKAYA,19 NOV 1996,POL,23,"Stade de France, Paris (FRA)",05 AUG 2024,1136
14,498,23.01,0.1,Gina Mariam BASS BITTAYE,03 MAY 1995,GAM,2,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1134
15,498,23.01,0.2,Tamara CLARK,09 JAN 1999,USA,5,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1134
16,517,23.02,,Iyana GRAY,27 FEB 2003,USA,1f4,"Sports Performance Center, Lubbock, TX (USA) (i)",20 JAN 2024,1175
17,517,23.02,,Rosey EFFIONG,08 MAY 2001,USA,6,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",26 JAN 2024,1175
18,517,23.02,0.7,Zoe SHERAR,07 NOV 1999,CAN,1f3,"Percy Beard Track, Gainesville, FL (USA)",29 MAR 2024,1132
19,517,23.02,-0.4,Anavia BATTLE,28 MAR 1999,USA,4,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1134
20,517,23.02,-0.8,Jassani CARTER,04 NOV 2003,USA,1f2,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1136
21,517,23.02,-0.5,Vitoria Cristina ROSA,12 JAN 1996,BRA,2,"Centro de Atletismo Professor Oswaldo Terra, Sao Bernardo do Campo (BRA)",27 APR 2024,1135
22,517,23.02,-1.0,Helene PARISOT,17 DEC 1992,FRA,3,"Le Grand Stade, Marrakech (MAR)",19 MAY 2024,1138
23,517,23.02,1.3,Elise COOPER,07 FEB 2007,USA,1,"Hayward Field, Eugene, OR (USA)",13 JUN 2024,1132
24,517,23.02,-2.0,Adaejah HODGE,21 MAR 2006,IVB,h2,"National Stadium, Kingston (JAM)",29 JUN 2024,1144
25,517,23.02,1.9,Sole FREDERICK,03 JAN 2006,TTO,1,"Hasely Crawford Stadium, Port-of-Spain (TTO)",30 JUN 2024,1132
26,517,23.02,0.5,Marije VAN HUNENSTIJN,02 MAR 1995,NED,4,"Stade Olympique de la Pontaise, Lausanne (SUI)",22 AUG 2024,1132
27,517,23.02,0.5,Léonie POINTET,17 FEB 2001,SUI,5,"Stade Olympique de la Pontaise, Lausanne (SUI)",22 AUG 2024,1132
28,529,23.03,,Iyana GRAY,27 FEB 2003,USA,1f3,"Convention Center, Albuquerque, NM (USA) (i)",02 FEB 2024,1174
29,529,23.03,,Julia HENRIKSSON,11 JUL 2000,SWE,1,"Eva Lisa Holtz Arena, Karlstad (SWE) (i)",18 FEB 2024,1174
30,529,23.03,,Rachel GLENN,17 APR 2002,USA,1h4,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",23 FEB 2024,1174
31,529,23.03,,Kaila JACKSON,30 JUN 2004,USA,3f2,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",24 FEB 2024,1174
32,529,23.03,2.0,Irene SIRAGUSA,23 JUN 1993,ITA,1f1,"Mestský Stadion Sletište, Kladno (CZE)",22 MAY 2024,1131
33,529,23.03,1.1,Jayla JAMISON,06 SEP 2003,USA,2h4,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1131
34,529,23.03,1.8,Te'Anna HARLIN,2004,USA,2pr5,"John McDonnell Field, Fayetteville, AR (USA)",23 MAY 2024,1131
35,529,23.03,1.7,Viktoriya MAKSIMOVA,11 NOV 2002,RUS,1,"Olympic Stadium, Cheboksary (RUS)",22 JUN 2024,1131
36,529,23.03,1.7,Julia HENRIKSSON,11 JUL 2000,SWE,1h3,"Rimnersvallen, Uddevalla (SWE)",29 JUN 2024,1131
37,529,23.03,-0.3,Paula SEVILLA,28 JUN 1997,ESP,2,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",30 JUN 2024,1132
38,529,23.03,1.0,Imke VERVAET,11 APR 1993,BEL,1,"Boudewijnstadion, Bruxelles (BEL)",30 JUN 2024,1131
39,529,23.03,0.1,Delphine NKANSA,21 SEP 2001,BEL,3,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1131
40,541,23.04,,Rachel GLENN,17 APR 2002,USA,1f14,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",10 FEB 2024,1173
41,541,23.04,2.0,Jaël BESTUÉ,24 SEP 2000,ESP,2,"Centro Sportivo Fontanassa, Savona (ITA)",15 MAY 2024,1130
42,541,23.04,1.8,Lia LOVE,,USA,3pr5,"John McDonnell Field, Fayetteville, AR (USA)",23 MAY 2024,1130
43,541,23.04,1.9,Diandrenique GAINES,09 AUG 2002,USA,4,"Emporia St. Francis G. Welch Stadium, Emporia, KS (USA)",25 MAY 2024,1130
44,541,23.04,-2.0,Maboundou KONÉ,16 MAY 1997,CIV,5,"Olympiastadion, Stockholm (SWE)",02 JUN 2024,1142
45,541,23.04,0.6,Rosey EFFIONG,08 MAY 2001,USA,6sf2,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1130
46,541,23.04,-1.1,Lanae-Tava THOMAS,28 JAN 2001,JAM,1h3,"National Stadium, Kingston (JAM)",29 JUN 2024,1136
47,541,23.04,-0.4,Nicole CAICEDO,02 SEP 2000,ECU,33,"Stade de France, Paris (FRA)",05 AUG 2024,1132
48,549,23.05,1.4,Natalia KACZMAREK,17 JAN 1998,POL,1f3,"Pilditch Stadium, Pretoria (RSA)",27 JAN 2024,1129
49,549,23.05,-1.5,Torrie LEWIS,08 JAN 2005,AUS,1,"SA Athletic Stadium, Adelaide (AUS)",10 FEB 2024,1138
50,549,23.05,1.0,Aaliyah BUTLER,05 NOV 2003,USA,1f1,"UMiami Cobb Stadium, Coral Gables, FL (USA)",23 MAR 2024,1129
51,549,23.05,-0.3,Torrie LEWIS,08 JAN 2005,AUS,1,"SA Athletic Stadium, Adelaide (AUS)",14 APR 2024,1130
52,549,23.05,1.7,Madison WHYTE,17 OCT 2004,USA,2f1,"USC Cromwell Field at Loker Track Stadium, Los Angeles, CA (USA)",28 APR 2024,1129
53,549,23.05,1.5,Brianna HOWARD,,USA,1h2,"University of the Incarnate Word, San Antonio, TX (USA)",09 MAY 2024,1129
54,549,23.05,-0.3,Joyasia SMITH,04 AUG 2004,USA,1,"Park West Ath. Complex, San Antonio, TX (USA)",10 MAY 2024,1130
55,549,23.05,-0.2,Olga SAFRONOVA,05 NOV 1991,KAZ,1,Tashkent (UZB),12 MAY 2024,1130
56,549,23.05,0.8,Talea PREPENS,28 DEC 2001,GER,1f1,"Enwag-Stadion, Wetzlar (GER)",18 MAY 2024,1129
57,549,23.05,0.9,Zahria ALLERS-LIBURD,06 MAR 2002,SKN,2h1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1129
58,549,23.05,1.8,Madison WHYTE,17 OCT 2004,USA,4pr5,"John McDonnell Field, Fayetteville, AR (USA)",23 MAY 2024,1129
59,549,23.05,0.0,Asimenye SIMWAKA,08 AUG 1997,MAW,3,"Stade Omnisport de JAPOMA, Douala (CMR)",26 JUN 2024,1129
60,549,23.05,0.8,Elise COOPER,07 FEB 2007,USA,3h2,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1129
61,549,23.05,1.4,Camryn DICKSON,19 JUN 2004,USA,8sf3,"Hayward Field, Eugene, OR (USA)",28 JUN 2024,1129
62,549,23.05,-0.6,Daryll NEITA,29 AUG 1996,GBR,1h3,"Manchester Regional Arena, Manchester (GBR)",30 JUN 2024,1132
63,549,23.05,0.5,Viktoriya MAKSIMOVA,11 NOV 2002,RUS,1,"Olympic Stadium, Cheboksary (RUS)",09 JUL 2024,1129
64,549,23.05,0.6,Boglárka TAKÁCS,28 AUG 2001,HUN,22,"Stade de France, Paris (FRA)",05 AUG 2024,1129
65,549,23.05,0.1,Boglárka TAKÁCS,28 AUG 2001,HUN,4,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2024,1129
66,567,23.06,,Jayla JAMISON,06 SEP 2003,USA,1f3,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",10 FEB 2024,1171
67,567,23.06,,Julia HENRIKSSON,11 JUL 2000,SWE,1f2,"Bærum Idrettspark, Rud, Bærum (NOR) (i)",11 FEB 2024,1171
68,567,23.06,,Jayla JAMISON,06 SEP 2003,USA,1h8,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",23 FEB 2024,1171
69,567,23.06,1.4,Finette AGYAPONG,01 FEB 1997,GBR,4f1,"Percy Beard Track, Gainesville, FL (USA)",12 APR 2024,1128
