"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
73,554,13.52,0.4,Odario PHILLIPS,20 APR 1997,JAM,7,"National Stadium, Kingston (JAM)",30 JUN 2024,1155
74,554,13.52,0.9,Zijun ZHANG,18 JUL 2004,CHN,3,"Kuishan Sports Center, Rizhao (CHN)",30 JUN 2024,1155
75,554,13.52,-1.7,Semyon MANAKOV,30 MAY 2001,RUS,1,"Olympic Stadium, Cheboksary (RUS)",09 JUL 2024,1165
76,554,13.52,0.2,Junxi LIU,11 DEC 2003,CHN,31,"Stade de France, Paris (FRA)",06 AUG 2024,1155
77,554,13.52,0.6,Wilhem BELOCIAN,22 JUN 1995,FRA,8sf3,"Stade de France, Paris (FRA)",07 AUG 2024,1155
78,579,13.53,1.5,Amine BOUANANI,17 OCT 1997,ALG,1f2,"Leichtathletikarena, Eisenstadt (AUT)",22 MAY 2024,1153
79,579,13.53,1.8,Di'niko BATES,07 MAY 2003,USA,4pr5,"John McDonnell Field, Fayetteville, AR (USA)",22 MAY 2024,1153
80,579,13.53,1.3,Tyson WILLIAMS,15 JUL 2002,USA,3sf1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1153
81,579,13.53,-0.3,David KING,13 JUN 1994,GBR,3f1,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1154
82,579,13.53,-0.3,Job GEERDS,12 JUL 2002,NED,4f1,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1154
83,579,13.53,0.8,David KING,13 JUN 1994,GBR,2h1,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1153
84,579,13.53,0.8,Robert DUNNING,23 JUN 1997,USA,6,"National Stadium, Kingston (JAM)",01 JUN 2024,1153
85,579,13.53,2.0,Taiga YOKOCHI,01 OCT 2000,JPN,2h5,"Athletic Stadium, Tottori (JPN)",02 JUN 2024,1153
86,579,13.53,0.1,Matthew SOPHIA,17 DEC 2003,NED,8,"Hayward Field, Eugene, OR (USA)",07 JUN 2024,1153
87,579,13.53,0.9,Jakub SZYMAŃSKI,22 JUL 2002,POL,1h1,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1153
88,579,13.53,-0.6,David KING,13 JUN 1994,GBR,3f2,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1156
89,579,13.53,0.3,Daniel CISNEROS,02 JUN 1996,ESP,1h1,"Altamira estadioa, Ordizia (ESP)",22 JUN 2024,1153
90,579,13.53,1.1,Koen SMET,09 AUG 1992,NED,1,"Pista Atletica, Sestriere (ITA)",22 JUN 2024,1153
91,579,13.53,-1.1,Romain LECOEUR,09 AUG 1997,FRA,3,"Stade Josette et Roger Mikulak, Angers (FRA)",30 JUN 2024,1159
92,579,13.53,0.9,Yuanjiang CHEN,27 JAN 2006,CHN,4,"Kuishan Sports Center, Rizhao (CHN)",30 JUN 2024,1153
93,579,13.53,0.7,Abdel Kader LARRINAGA,13 JUL 1994,POR,2,"Estádio Municipal Fontelo, Viseu (POR)",14 JUL 2024,1153
94,579,13.53,0.1,Freddie CRITTENDEN,03 AUG 1994,USA,4,"Olympiastadion, Berlin (GER)",01 SEP 2024,1153
95,579,13.53,-1.7,Tatsuki ABE,03 AUG 2003,JPN,1h2,"Todoroki Stadium, Kawasaki (JPN)",20 SEP 2024,1163
96,579,13.53,-2.1,Rikuto NITANAI,28 JUN 2003,JPN,2,"Todoroki Stadium, Kawasaki (JPN)",21 SEP 2024,1165
97,598,13.54,-1.2,Louis François MENDY,02 MAR 1999,SEN,1h2,"University of Ghana Sports Stadium, Accra (GHA)",18 MAR 2024,1158
98,598,13.54,-0.8,Shenglong ZHU,25 JAN 2000,CHN,1h4,"HOC Stadium, Hangzhou (CHN)",13 APR 2024,1155
99,598,13.54,-0.7,Ryota MACHI,30 APR 2001,JPN,2h1,"Municipal Stadium, Hiroshima (JPN)",29 APR 2024,1155
0,598,13.54,1.5,Demaris WATERS,07 JUN 2004,USA,2f1,"Veterans Memorial Stadium, Clovis, CA (USA)",11 MAY 2024,1151
1,598,13.54,0.4,Jaheim STERN,26 NOV 2002,JAM,5,"Percy Beard Track, Gainesville, FL (USA)",11 MAY 2024,1151
2,598,13.54,0.3,Ryota MACHI,30 APR 2001,JPN,1h3,"Yanmar Stadium Nagai, Osaka (JPN)",12 MAY 2024,1151
3,598,13.54,-0.5,Raphaël MOHAMED,02 FEB 1998,FRA,3,"Stade des Grands Pêchers, Montreuil (FRA)",16 MAY 2024,1154
4,598,13.54,0.0,Ahmad YOUNG,19 MAY 2000,USA,3sf3,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1151
5,598,13.54,0.8,Job GEERDS,12 JUL 2002,NED,3h1,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1151
6,598,13.54,1.0,Elmo LAKKA,10 APR 1993,FIN,3h2,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1151
7,598,13.54,1.8,Brahmir VICK,03 APR 2002,USA,7h3,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1151
8,598,13.54,1.1,Eli MORRIS,17 NOV 2000,USA,8sf3,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1151
9,598,13.54,-0.1,Amine BOUANANI,17 OCT 1997,ALG,1,"Complexe Olympique Mohamed Boudiaf, Algiers (ALG)",29 JUN 2024,1151
10,598,13.54,-0.1,Giano ROBERTS,12 FEB 2000,JAM,3h1,"National Stadium, Kingston (JAM)",29 JUN 2024,1151
11,598,13.54,-0.9,Ryota FUJII,29 JUL 1996,JPN,4sf2,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1156
12,598,13.54,0.6,Manuel MORDI,15 AUG 2003,GER,1,"Eintracht-Stadion, Braunschweig (GER)",29 JUN 2024,1151
13,598,13.54,0.6,Tim EIKERMANN,15 FEB 2000,GER,2,"Eintracht-Stadion, Braunschweig (GER)",29 JUN 2024,1151
14,598,13.54,-0.2,Hayato HIGUCHI,30 JUL 2003,JPN,1f2,"University Stadium, Tsukuba (JPN)",06 JUL 2024,1152
15,598,13.54,-0.2,Milan TRAJKOVIC,17 MAR 1992,CYP,5,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2024,1152
16,598,13.54,-0.7,Jason JOSEPH,11 OCT 1998,SUI,6,"Stade Louis II, Monaco (MON)",12 JUL 2024,1155
17,598,13.54,0.6,Rafael PEREIRA,08 APR 1997,BRA,1f2,"Stadion Allmend, Luzern (SUI)",16 JUL 2024,1151
18,598,13.54,0.3,Junxi LIU,11 DEC 2003,CHN,6h4,"Stade de France, Paris (FRA)",04 AUG 2024,1151
19,598,13.54,-0.5,Rafael PEREIRA,08 APR 1997,BRA,12,"Stade de France, Paris (FRA)",06 AUG 2024,1154
20,598,13.54,-0.5,Raphaël MOHAMED,02 FEB 1998,FRA,22,"Stade de France, Paris (FRA)",06 AUG 2024,1154
21,598,13.54,-0.5,Amine BOUANANI,17 OCT 1997,ALG,32,"Stade de France, Paris (FRA)",06 AUG 2024,1154
22,598,13.54,1.0,Roger IRIBARNE,02 JAN 1996,CUB,3,"Stadio Quercia, Rovereto (ITA)",31 AUG 2024,1151
23,598,13.54,0.7,Cordell TINCH,13 JUL 2000,USA,3,"Stadio Comunale, Bellinzona (SUI)",09 SEP 2024,1151
24,598,13.54,1.2,Shenglong ZHU,25 JAN 2000,CHN,1h1,"Sports Center, Quzhou (CHN)",15 SEP 2024,1151
25,598,13.54,0.2,Guoxing SHI,06 OCT 2000,CHN,5,"Sports Center, Quzhou (CHN)",16 SEP 2024,1151
26,627,13.55,0.2,Joseph DEROSIER,,USA,3,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1149
27,627,13.55,0.8,Jaheem HAYLES,20 MAR 2001,JAM,1h2,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1149
28,627,13.55,1.5,Rafael PEREIRA,08 APR 1997,BRA,2h2,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1149
29,627,13.55,-0.4,Malachi SNOW,,USA,1h4,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1151
30,627,13.55,0.7,Thiago Resende ORNELAS DOS SANTOS,30 APR 2004,BRA,1f1,"Centro de Atletismo Professor Oswaldo Terra, Sao Bernardo do Campo (BRA)",20 APR 2024,1149
31,627,13.55,-0.7,Michael DICKSON,25 JAN 1997,USA,4,"Drake Stadium, Des Moines, IA (USA)",27 APR 2024,1153
32,627,13.55,1.0,Stephen ELOJI,01 MAY 2000,NGR,1,"Vanderbilt Track, Nashville, TN (USA)",27 APR 2024,1149
33,627,13.55,0.0,Jakub SZYMAŃSKI,22 JUL 2002,POL,2h1,"Stadion Zygmunta Szelesta, Warszawa (POL)",11 MAY 2024,1149
34,627,13.55,0.9,Higashi ISHIDA-THOMAS,14 APR 1997,JPN,3,"Yanmar Stadium Nagai, Osaka (JPN)",12 MAY 2024,1149
35,627,13.55,-0.1,Enzo DIESSL,06 JUN 2004,AUT,1,"Sportzentrum Niederösterreich, St. Pölten (AUT)",17 MAY 2024,1149
36,627,13.55,-0.4,Simon EHAMMER,07 FEB 2000,SUI,2ce4,"Mösle-Stadium, Götzis (AUT)",19 MAY 2024,1151
37,627,13.55,-0.6,Eric EDWARDS,03 JAN 2000,USA,3,"National Stadium, Tokyo (JPN)",19 MAY 2024,1152
38,627,13.55,1.4,Tayleb WILLIS,18 MAR 2003,AUS,2,"Piste Ben Leduc, Montréal (CAN)",21 JUN 2024,1149
39,627,13.55,0.4,Antoine ANDREWS,12 APR 2003,BAH,1h1,"T. Robinson Stadium, Nassau (BAH)",27 JUN 2024,1149
40,627,13.55,-0.8,Ryota FUJII,29 JUL 1996,JPN,2h3,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1153
41,627,13.55,0.0,Abel JORDAN,18 SEP 2003,ESP,3,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",30 JUN 2024,1149
42,627,13.55,0.2,Ryota MACHI,30 APR 2001,JPN,8,"Denka Big Swan Stadium, Niigata (JPN)",30 JUN 2024,1149
43,627,13.55,-0.6,Daniel GORIOLA,29 MAR 2005,GBR,1,"Manchester Regional Arena, Manchester (GBR)",30 JUN 2024,1152
44,627,13.55,0.3,Enzo DIESSL,06 JUN 2004,AUT,5,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1149
45,627,13.55,0.3,Connor SCHULMAN,02 JUL 2001,USA,4h2,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1149
46,627,13.55,-0.5,Manuel MORDI,15 AUG 2003,GER,42,"Stade de France, Paris (FRA)",06 AUG 2024,1152
47,627,13.55,0.1,Roger IRIBARNE,02 JAN 1996,CUB,5,"Olympiastadion, Berlin (GER)",01 SEP 2024,1149
48,627,13.55,0.2,Shenglong ZHU,25 JAN 2000,CHN,6,"Sports Center, Quzhou (CHN)",16 SEP 2024,1149
49,650,13.56,0.5,Andre KORBMACHER,30 APR 2005,USA,1f1,"Florida State University - Mike Long Track, Tallahassee, FL (USA)",22 MAR 2024,1147
50,650,13.56,0.1,Denmar JACOBS,25 JUN 2003,RSA,1,"Pilditch Stadium, Pretoria (RSA)",22 MAR 2024,1147
51,650,13.56,-0.6,Junxi LIU,11 DEC 2003,CHN,3f1,"Municipal Stadium, Hiroshima (JPN)",29 APR 2024,1150
52,650,13.56,0.5,Tejas SHIRSE,04 JUN 2002,IND,1f2,"Vughtse Sports Club Prins Hendrik, Vught (NED)",09 MAY 2024,1147
53,650,13.56,1.5,Eli MORRIS,17 NOV 2000,USA,3h1,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1147
54,650,13.56,0.9,Ryota FUJII,29 JUL 1996,JPN,4,"Yanmar Stadium Nagai, Osaka (JPN)",12 MAY 2024,1147
55,650,13.56,-0.1,Taiga YOKOCHI,01 OCT 2000,JPN,1h1,"Yanmar Stadium Nagai, Osaka (JPN)",12 MAY 2024,1147
56,650,13.56,0.8,Damian CZYKIER,10 AUG 1992,POL,1,"Stadion Śląski, Chorzów (POL)",18 MAY 2024,1147
57,650,13.56,1.0,Manuel MORDI,15 AUG 2003,GER,1f1,"Sepp-Herberger-Stadion, Weinheim (GER)",18 MAY 2024,1147
58,650,13.56,-0.6,Shunya TAKAYAMA,03 SEP 1994,JPN,4,"National Stadium, Tokyo (JPN)",19 MAY 2024,1150
59,650,13.56,0.8,Elie BACARI,14 OCT 2003,BEL,4h1,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1147
60,650,13.56,1.0,John ADESOLA,08 APR 2002,RSA,3sf2,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1147
61,650,13.56,0.9,Enzo DIESSL,06 JUN 2004,AUT,2h1,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1147
62,650,13.56,-0.4,Tayleb WILLIS,18 MAR 2003,AUS,1,"HFC Bank Stadium, Suva (FIJ)",07 JUN 2024,1149
63,650,13.56,-0.8,Cordell TINCH,13 JUL 2000,USA,5,"Icahn Stadium, New York, NY (USA)",09 JUN 2024,1151
64,650,13.56,-0.8,Robert DUNNING,23 JUN 1997,USA,6,"Icahn Stadium, New York, NY (USA)",09 JUN 2024,1151
65,650,13.56,0.7,Eduardo RODRIGUES,08 OCT 1995,BRA,2h1,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1147
66,650,13.56,0.7,Elie BACARI,14 OCT 2003,BEL,3h1,"Paavo Nurmen Stadion, Turku (FIN)",18 JUN 2024,1147
67,650,13.56,0.7,Jakub SZYMAŃSKI,22 JUL 2002,POL,2h2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1147
68,650,13.56,1.7,Ulric PORTIER,04 DEC 2003,FRA,1h2,"Parc des Sports H. Longuet, Viry-Chatillon (FRA)",22 JUN 2024,1147
69,650,13.56,0.8,Darius BROWN,30 NOV 2002,USA,6h1,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1147
70,650,13.56,1.2,Di'niko BATES,07 MAY 2003,USA,6h4,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1147
71,650,13.56,0.0,Erwann CINNA,26 SEP 2003,FRA,1sf1,"Stade de France, Paris-St-Denis (FRA)",25 JUN 2024,1147
72,650,13.56,-1.1,John PAREDES,02 OCT 2002,COL,1,"Pedro Grajales, Cali (COL)",30 JUN 2024,1153
73,650,13.56,-0.6,Sam BENNETT,02 FEB 2001,GBR,2,"Manchester Regional Arena, Manchester (GBR)",30 JUN 2024,1150
74,650,13.56,-1.3,Eric EDWARDS,03 JAN 2000,USA,4,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1154
75,650,13.56,0.3,Elmo LAKKA,10 APR 1993,FIN,1f2,"Kimpisen yleisurheilukenttä, Lappeenranta (FIN)",17 JUL 2024,1147
76,650,13.56,0.2,Enzo DIESSL,06 JUN 2004,AUT,41,"Stade de France, Paris (FRA)",06 AUG 2024,1147
77,650,13.56,-0.9,Semyon MANAKOV,30 MAY 2001,RUS,2,"Kalininets Stadium, Yekaterinburg (RUS)",18 AUG 2024,1152
78,650,13.56,-0.5,Yuanjiang CHEN,27 JAN 2006,CHN,2h3,"Sports Center, Quzhou (CHN)",15 SEP 2024,1150
79,680,13.57,1.3,Cameron MURRAY,12 DEC 1999,USA,1f1,"Paul Derr TF Facility, Raleigh, NC (USA)",28 MAR 2024,1145
80,680,13.57,2.0,Matthew SOPHIA,17 DEC 2003,NED,4f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",30 MAR 2024,1145
81,680,13.57,-1.5,Tyler MASON,15 NOV 1995,JAM,1,"Ansin Sports Complex, Miramar, FL (USA)",06 APR 2024,1154
82,680,13.57,2.0,Martín SÁENZ DE SANTA MARÍA,17 JAN 2001,CHI,1h1,"Club Atlético Manquehue, Santiago de Chile (CHI)",13 APR 2024,1145
83,680,13.57,1.4,Josh PARKS,,USA,1f1,"Morris Williams T&F Stadium, Durham, NC (USA)",13 APR 2024,1145
84,680,13.57,0.2,Johnny BRACKINS,29 JUL 2003,USA,3f2,"Hilmer Lodge Stadium, Walnut, CA (USA)",20 APR 2024,1145
85,680,13.57,1.4,Thiago Resende ORNELAS DOS SANTOS,30 APR 2004,BRA,1h1,"Centro de Atletismo Professor Oswaldo Terra, Sao Bernardo do Campo (BRA)",20 APR 2024,1145
86,680,13.57,1.4,Andrew POZZI,15 MAY 1992,GBR,2,"National Training Center, Clermont, FL (USA)",20 APR 2024,1145
87,680,13.57,1.5,Matteo NGO,23 MAR 1998,FRA,3h1,"Stade Pierre de Coubertin, Montgeron (FRA)",19 MAY 2024,1145
88,680,13.57,1.0,Tejas SHIRSE,04 JUN 2002,IND,1h1,"Harjun stadion, Jyväskylä (FIN)",22 MAY 2024,1145
89,680,13.57,1.2,Koen SMET,09 AUG 1992,NED,2f1,"Leichtathletikarena, Eisenstadt (AUT)",22 MAY 2024,1145
90,680,13.57,1.0,John PAREDES,02 OCT 2002,COL,3pr6,"John McDonnell Field, Fayetteville, AR (USA)",22 MAY 2024,1145
91,680,13.57,0.6,Thiago Resende ORNELAS DOS SANTOS,30 APR 2004,BRA,4,"Heino Lipp Stadium, Jöhvi (EST)",23 MAY 2024,1145
92,680,13.57,-0.4,Milan TRAJKOVIC,17 MAR 1992,CYP,4,"Stade Raymond Petit, Tomblaine (FRA)",25 MAY 2024,1147
93,680,13.57,0.6,Tejas SHIRSE,04 JUN 2002,IND,2f1,"Helmántico, Salamanca (ESP)",01 JUN 2024,1145
94,680,13.57,1.1,Milan TRAJKOVIC,17 MAR 1992,CYP,1,"GPS Stadium, Nicosia (CYP)",01 JUN 2024,1145
95,680,13.57,-0.4,Thomas SMITH,2003,USA,5sf3,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1147
96,680,13.57,-0.4,Jayden SMITH,29 MAY 2003,USA,5sf3,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1147
97,680,13.57,0.7,Erwann CINNA,26 SEP 2003,FRA,1f1,"Stade des Maradas, Cergy-Pontoise (FRA)",09 JUN 2024,1145
98,680,13.57,0.2,Milan TRAJKOVIC,17 MAR 1992,CYP,1h1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1145
99,680,13.57,1.2,Eli MORRIS,17 NOV 2000,USA,7h4,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1145
0,680,13.57,-0.9,Taiga YOKOCHI,01 OCT 2000,JPN,5sf2,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1150
1,680,13.57,-1.3,Raphaël MOHAMED,02 FEB 1998,FRA,1h1,"Stade Josette et Roger Mikulak, Angers (FRA)",30 JUN 2024,1152
2,680,13.57,1.0,Alexandre LANDINAFF,10 OCT 2002,MRI,1,"Stade Municipal, Redon (FRA)",30 JUN 2024,1145
3,680,13.57,0.3,Enzo DIESSL,06 JUN 2004,AUT,2h1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1145
4,680,13.57,0.6,Elie BACARI,14 OCT 2003,BEL,2f2,"Stadion Allmend, Luzern (SUI)",16 JUL 2024,1145
5,680,13.57,0.1,Manuel MORDI,15 AUG 2003,GER,6,"Olympiastadion, Berlin (GER)",01 SEP 2024,1145
6,680,13.57,-2.1,Tetsuro NISHI,05 FEB 2004,JPN,3,"Todoroki Stadium, Kawasaki (JPN)",21 SEP 2024,1157
7,708,13.58,0.5,Joshua ZELLER,19 OCT 2000,GBR,2f1,"Florida State University - Mike Long Track, Tallahassee, FL (USA)",22 MAR 2024,1143
8,708,13.58,0.1,Mondray BARNARD,08 MAY 2002,RSA,2,"Pilditch Stadium, Pretoria (RSA)",22 MAR 2024,1143
9,708,13.58,2.0,Jerome CAMPBELL,20 NOV 2002,JAM,1f1,"San Diego State University, San Diego, CA (USA)",23 MAR 2024,1143
10,708,13.58,0.1,Johnny BRACKINS,29 JUL 2003,USA,1h2,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1143
11,708,13.58,-0.3,Orlando BENNETT,12 OCT 1999,JAM,8,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1144
12,708,13.58,0.8,Jamal BRITT,28 DEC 1998,USA,8,"Suzhou Olympic Sports Centre, Suzhou (CHN)",27 APR 2024,1143
13,708,13.58,0.3,John CABANG,27 AUG 2001,PHI,1h1,"Philsport Track Oval, Pasig (PHI)",08 MAY 2024,1143
14,708,13.58,-1.0,Zhuoyi XU,21 AUG 2003,CHN,1h4,"Guoxin Sports Center, Qingdao (CHN)",13 MAY 2024,1149
15,708,13.58,-0.5,Roger IRIBARNE,02 JAN 1996,CUB,4,"Stade des Grands Pêchers, Montreuil (FRA)",16 MAY 2024,1146
16,708,13.58,-0.6,Artyom MAKARENKO,23 APR 1997,RUS,1,"Slava Metreveli Stadium, Sochi (RUS)",21 MAY 2024,1146
17,708,13.58,0.6,Elmo LAKKA,10 APR 1993,FIN,1h2,"Harjun stadion, Jyväskylä (FIN)",22 MAY 2024,1143
18,708,13.58,-0.4,Santeri KUUSINIEMI,10 OCT 1998,FIN,2,"Lantos Mihály Sportközpont, Budapest (HUN)",26 MAY 2024,1145
19,708,13.58,0.7,Shuhei ISHIKAWA,29 MAY 1995,JPN,2h4,"Athletic Stadium, Tottori (JPN)",02 JUN 2024,1143
20,708,13.58,1.0,Craig THORNE,03 JAN 2001,CAN,1,"Alumni Stadium, Guelph (CAN)",04 JUN 2024,1143
21,708,13.58,-1.5,Romain LECOEUR,09 AUG 1997,FRA,3,"Stade d'Athletisme Pierre Voillequin, Troyes (FRA)",16 JUN 2024,1152
22,708,13.58,1.4,Ulric PORTIER,04 DEC 2003,FRA,3,"The Bahamas National Stadium, Nassau (BAH)",16 JUN 2024,1143
23,708,13.58,0.2,Damian CZYKIER,10 AUG 1992,POL,2h1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",20 JUN 2024,1143
24,708,13.58,-1.9,Tejas SHIRSE,04 JUN 2002,IND,1h1,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1154
25,708,13.58,0.8,Tyson WILLIAMS,15 JUL 2002,USA,7h1,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1143
26,708,13.58,0.1,Louis François MENDY,02 MAR 1999,SEN,1h1,"Stade Omnisport de JAPOMA, Douala (CMR)",24 JUN 2024,1143
27,708,13.58,-0.2,Ahmad YOUNG,19 MAY 2000,USA,6sf2,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1144
28,708,13.58,-0.3,Jakub SZYMAŃSKI,22 JUL 2002,POL,1h2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",28 JUN 2024,1144
29,708,13.58,0.0,Zhuoyi XU,21 AUG 2003,CHN,1h1,"Kuishan Sports Center, Rizhao (CHN)",28 JUN 2024,1143
30,708,13.58,1.5,Simon EHAMMER,07 FEB 2000,SUI,1h1,"Stadion Deutweg, Winterthur (SUI)",29 JUN 2024,1143
31,708,13.58,0.7,Shunya TAKAYAMA,03 SEP 1994,JPN,2h2,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1143
32,708,13.58,-0.3,Alin Ionuț ANTON,01 JAN 2000,ROU,1,"Cluj Arena, Cluj-Napoca (ROU)",29 JUN 2024,1144
33,708,13.58,-0.1,Erwann CINNA,26 SEP 2003,FRA,1h1,"Stade Pierre Paul Bernard, Talence (FRA)",13 JUL 2024,1143
34,708,13.58,-0.1,Matteo NGO,23 MAR 1998,FRA,2,"Stade Pierre Paul Bernard, Talence (FRA)",14 JUL 2024,1143
35,708,13.58,1.7,Michael DICKSON,25 JAN 1997,USA,5h1,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1143
36,708,13.58,0.0,Amine BOUANANI,17 OCT 1997,ALG,5h2,"Stade de France, Paris (FRA)",04 AUG 2024,1143
37,738,13.59,1.6,Andrew POZZI,15 MAY 1992,GBR,3h3,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1141
38,738,13.59,0.9,Chris DOUGLAS,10 FEB 1997,AUS,1,"SA Athletic Stadium, Adelaide (AUS)",14 APR 2024,1141
39,738,13.59,0.7,Jason HOLMES-WILLIAMSON,2004,USA,1h4,"Franklin Field, Philadelphia, PA (USA)",26 APR 2024,1141
40,738,13.59,0.9,Samuel BENNETT,,USA,4,"Franklin Field, Philadelphia, PA (USA)",27 APR 2024,1141
41,738,13.59,0.6,Jerome CAMPBELL,20 NOV 2002,JAM,2f4,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",27 APR 2024,1141
42,738,13.59,1.3,Romain LECOEUR,09 AUG 1997,FRA,1f1,"Stade des Maradas, Cergy-Pontoise (FRA)",12 MAY 2024,1141
43,738,13.59,0.8,Mark HEIDEN,14 AUG 2002,NED,2,"Stadion Śląski, Chorzów (POL)",18 MAY 2024,1141
44,738,13.59,0.9,Elmo LAKKA,10 APR 1993,FIN,1f2,"Elena Venizelou National Stadium, Chania (GRE)",19 MAY 2024,1141
45,738,13.59,-1.0,Artyom MAKARENKO,23 APR 1997,RUS,1h2,"Slava Metreveli Stadium, Sochi (RUS)",21 MAY 2024,1147
46,738,13.59,0.0,Alin Ionuț ANTON,01 JAN 2000,ROU,2f2,"Atatürk Stadyumu, Izmir (TUR)",26 MAY 2024,1141
47,738,13.59,0.8,Thiago Resende ORNELAS DOS SANTOS,30 APR 2004,BRA,1,"Rannastaadion, Pärnu (EST)",28 MAY 2024,1141
48,738,13.59,0.6,Ryota FUJII,29 JUL 1996,JPN,2h3,"Athletic Stadium, Tottori (JPN)",02 JUN 2024,1141
49,738,13.59,-0.5,Matvey GERASIMOV,10 JUN 2003,RUS,2,"Luzhniki North Arena, Moskva (RUS)",06 JUN 2024,1144
50,738,13.59,0.0,Filip Jakob DEMŠAR,03 APR 2000,SLO,4sf1,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1141
51,738,13.59,1.7,Rikuto NITANAI,28 JUN 2003,JPN,1sf1,"Lemon Gas Stadium, Hiratsuka (JPN)",14 JUN 2024,1141
52,738,13.59,-0.5,Jakub SZYMAŃSKI,22 JUL 2002,POL,1,"Forest Stadium, Sopot (POL)",16 JUN 2024,1144
53,738,13.59,1.2,Koen SMET,09 AUG 1992,NED,1h,"Pista Atletica, Sestriere (ITA)",22 JUN 2024,1141
54,738,13.59,0.4,Amine BOUANANI,17 OCT 1997,ALG,2,"Stade Omnisport de JAPOMA, Douala (CMR)",25 JUN 2024,1141
55,738,13.59,0.4,Rasheem BROWN,22 MAR 2000,CAY,h1,"T. Robinson Stadium, Nassau (BAH)",27 JUN 2024,1141
56,738,13.59,0.0,Shenglong ZHU,25 JAN 2000,CHN,1h3,"Kuishan Sports Center, Rizhao (CHN)",28 JUN 2024,1141
57,738,13.59,-0.2,Enrique LLOPIS,15 OCT 2000,ESP,1sf2,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",30 JUN 2024,1142
58,738,13.59,-1.7,Artyom MAKARENKO,23 APR 1997,RUS,2,"Olympic Stadium, Cheboksary (RUS)",09 JUL 2024,1151
59,738,13.59,1.6,Semyon MANAKOV,30 MAY 2001,RUS,1h2,"Olympic Stadium, Cheboksary (RUS)",09 JUL 2024,1141
60,738,13.59,0.0,Krzysztof KILJAN,30 DEC 1999,POL,1,"General Klapálek ́s stadium, Nové Město nad Metují (CZE)",13 JUL 2024,1141
61,738,13.59,0.5,Connor SCHULMAN,02 JUL 2001,USA,5,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1141
